STFIPS,NAME,YEAR,AdmAlc,AdmCoc,AdmMar,AdmHer,AdmOpi,AdmBen,AdmNMJ,RatAlc,RatCoc,RatMar,RatHer,RatOpi,RatBen,RatNMJ,lRatAlc,lRatCoc,lRatMar,lRatHer,lRatOpi,lRatBen,lRatNMJ,P017,P1824,P2565,P65
32,Nevada,2005,3311,703,1634,578,268,15,8416,136.13508745168355,28.904550431450783,67.1835496514802,23.765049999116005,11.019088926925761,0.6167400518801732,346.03228510823584,4.920966479803529,3.3980106571600053,4.222203328297917,3.2094333849808647,2.4864961298055617,0.48041180816662593,5.849417816276586,0.251463421353103,0.0906270725035493,0.546179644864632,0.111729861278716
32,Nevada,2006,3575,863,1399,606,262,22,8628,141.71560314557107,34.20994839570009,55.457378685497595,24.022281260480018,10.38587077598311,0.8720960193573604,342.0202025006957,4.9608538608008805,3.5613286675510074,4.033485993931343,3.2197666783595706,2.4323731810865747,0.6270586691317429,5.837789344850375,0.251481968621985,0.0910206615403277,0.546338821988553,0.111158547849134
32,Nevada,2007,3665,883,1502,574,324,17,8378,140.90344288816303,33.947541628989896,57.745421887590965,22.067824343193884,12.456402590931738,0.6535766791538258,322.097965761809,4.955146846649413,3.553848126548928,4.073213224670332,3.1384387609848763,2.599455021847513,0.5029406262101532,5.777955576808804,0.251455169253292,0.0913431077647985,0.54541858126188,0.111783141720029
32,Nevada,2008,3930,814,1493,673,396,20,7915,148.09901907952502,30.674962221560655,56.262553558710145,25.36148596450899,14.92295459427275,0.7536845754683208,298.27067074158794,5.004610642805558,3.4555265335170096,4.0476468945315265,3.2719040799919394,2.7677617532890357,0.5617190462323628,5.701348417212363,0.249703613540697,0.0922084088588085,0.543897981255865,0.11418999634463
32,Nevada,2009,4118,790,1531,887,535,31,8420,153.38971529036212,29.426390257257424,57.02759934665964,33.03950399770549,19.927998465357874,1.1547064531328861,313.63317210899686,5.03948002455836,3.415310332398481,4.060918748169805,3.5275217324387746,3.0410879019451733,0.7676544976337091,5.7514074272429,0.248090916371316,0.0918762676162575,0.542616676568585,0.117416139443841
33,New Hampshire,2005,2729,619,784,650,191,36,4366,210.16687049284863,47.670682607208974,60.37773047504336,50.05806735813544,14.7093705621598,2.7724468075275013,336.23618782402974,5.352648676331049,3.8850768489619063,4.117047073516851,3.9329635606883646,2.7542573854024703,1.327723811501481,5.820783538946075,0.23673846277066,0.092494986492023007,0.549318748209461,0.121447802527855
33,New Hampshire,2006,3133,860,841,717,251,21,5182,239.4547798857985,65.72968742476435,64.27751991189164,54.800216143669815,19.18389714373936,1.605027251069827,396.0595816687545,5.482532046443945,4.200649942725979,4.178647718388377,4.021777742922233,3.0048851153953007,0.957443136213887,5.984086349196511,0.233240267229394,0.0927858610856557,0.550254549679033,0.123719322005917
33,New Hampshire,2007,2765,740,688,659,346,25,4963,210.66024654486722,56.37923415667333,52.417450134853034,50.20799366114556,26.361101375958068,1.9047038566443688,378.1218096210401,5.3549823784804875,4.0496824635954365,3.978137474136242,3.9358956460532855,3.3091223469133677,1.0663314424720418,5.937857550862333,0.229263870053484,0.0928931689700885,0.551310436253371,0.126532524723056
33,New Hampshire,2008,3106,656,817,792,605,28,5407,236.03509673183342,49.85158514361968,62.08650161941659,60.18666986851645,45.9759283717834,2.127811561008157,410.89561108468234,5.468208217647354,3.9289112949412437,4.144506826209938,4.1139293531877295,3.8496353082076666,1.1403335782239525,6.020769946091949,0.224962117354887,0.0933311345947203,0.551486200382094,0.130220547668298
33,New Hampshire,2009,2998,463,831,953,836,44,5519,227.7938943942035,35.17964413092602,63.141002749027045,72.41080098654967,63.52091251285995,3.343205921729471,419.34439731874886,5.432821573809563,3.588496643847078,4.161083827897512,4.296071077199926,4.166989396257739,1.4686127670566622,6.04107436888239,0.220993509621595,0.0937495726015157,0.552084108982435,0.133172808794455
34,New Jersey,2005,14980,6099,7080,23586,2090,281,48535,173.1396788755953,70.49258354220667,81.83103647791822,272.60830880906485,24.156337039385463,3.2478137359173753,560.9702479457289,5.159857729339939,4.269593717637553,4.4168028278473255,5.611697553741467,3.2251098345635776,1.4464044355012318,6.331448908893994,0.245247847485441,0.0832821504086813,0.541944300803493,0.129525701302385
34,New Jersey,2006,16938,6448,7559,21605,2544,351,48669,195.5510011396174,74.44284185548784,87.26945434020355,249.43200966002087,29.37074901990711,4.05233211713341,561.8887515919257,5.280921945416929,4.323375308022475,4.480394117300149,5.523187465161375,3.413479941904897,1.6198499420609374,6.333082009310514,0.243186453804164,0.084184717535711,0.542795340256779,0.129833488403345
34,New Jersey,2007,18752,6899,8219,22423,3307,419,52728,216.08951950849777,79.50093830466754,94.71201796290225,258.39245392166407,38.108363961956165,4.828365436969953,607.6134910753024,5.380309800769631,4.388268840315191,4.561343870124115,5.558342180949045,3.6663363561858855,1.7627365900339387,6.411183404610051,0.240959980456067,0.0851057602169192,0.543082214157021,0.130852045169992
34,New Jersey,2008,21422,6168,9739,23374,4023,525,56565,245.91641229742777,70.80629404586568,111.80001584187512,268.32462986836316,46.182509881082616,6.026800320051796,649.3446859118663,5.509049867602494,4.273972133018123,4.725616479506104,5.595917454485663,3.8540232705527524,1.9497314557043939,6.477502508355994,0.238358919492279,0.0862199793596439,0.542498011155894,0.132923089992182
34,New Jersey,2009,22595,5228,11025,24568,5192,608,59435,258.06335189744806,59.71034316087004,125.9193828134262,280.5974963229256,59.29917782923436,6.944125600958106,678.8225412712912,5.557072633710014,4.106114081586754,4.843552103903189,5.640478733345661,4.099318468967456,2.0724327374132128,6.521831795393202,0.236269761919283,0.0869686630342494,0.542719278468802,0.134042296577665
35,New Mexico,2005,3996,529,545,773,173,13,8523,206.80296893711764,27.37706971164545,28.205109627309586,40.0046784255235,8.953181588118454,0.6727824314771094,441.0865125753387,5.336590366037161,3.345581414521049,3.3743436812023853,3.71368616813409,2.29789225765878,0.5144883666124711,6.091505592733577,0.260114248807364,0.105020302503682,0.512202203207206,0.122663245481748
35,New Mexico,2006,6050,742,772,739,211,16,11691,308.337287355572,37.81591193683214,39.344857163388696,37.66301741417649,10.753581426781107,0.8154374541634962,595.8299547890896,5.734432226435875,3.6588302640253514,3.6974639309146933,3.654883520764871,2.4641579964266334,0.5963264602534638,6.391632239970925,0.25743615252146,0.10296273909518,0.515077693351688,0.124523415031672
35,New Mexico,2007,5992,762,761,722,249,13,11197,301.09493635902254,38.2901103981267,38.23986090941524,36.2801308496686,12.512122689151639,0.6532433532488807,562.6435251021321,5.710741326779203,3.6709728433940283,3.6696930900786287,3.618460499727234,2.603587259478459,0.5027390271495403,6.334422003980458,0.255631711447336,0.101461255131729,0.516894883094565,0.12601215032637
35,New Mexico,2008,5843,877,816,737,269,14,10689,290.60080709736394,43.61747523949823,40.583648569476125,36.65459435748027,13.378678266163083,0.6962880882017962,531.6159553420714,5.67538576795428,3.798125603797428,3.727707026763869,3.6284549748882067,2.6657464333371257,0.5284423862711007,6.277800630389005,0.254251584801424,0.1003296426749,0.516916816451497,0.128501956072179
35,New Mexico,2009,4403,491,631,587,401,7,9429,216.17221507048797,24.106417805952667,30.97993815795546,28.81968890446887,19.687726151093724,0.3436760176001398,462.9315957073884,5.38069065662869,3.22312350293494,3.4651087736314388,3.395168876836462,3.0295405848524535,0.2954091547084985,6.139737118313988,0.253078109703349,0.0993763753177776,0.516842088725365,0.130703426253509
36,New York,2005,145195,52435,42071,61824,6269,1308,272165,758.8875746696348,274.0608834863618,219.89158823600124,323.1341672672991,32.766047078783295,6.836495386672283,1422.518934949283,6.633170494271671,5.616992467658288,5.397672030189943,5.781157526582043,3.519455773319957,2.0587917174143433,7.260887208315107,0.235956097991858,0.0969946076358636,0.536689244175259,0.13036005019702
36,New York,2006,138828,53482,43508,59158,7003,1784,264759,726.6719781188132,279.9425961171404,227.7353590341525,309.6526700777419,36.65603381714099,9.338050025671786,1385.836763871545,6.589850367148112,5.638150364184231,5.432565697884989,5.73867547160472,3.6284932021529572,2.3358312657708247,7.234780723317828,0.233334891419782,0.0978304160912608,0.538383180496917,0.13045151199204
36,New York,2007,141198,50198,44505,57412,9867,2372,264102,738.0071486308389,262.3725750150204,232.61666701947254,300.0783751695755,51.57237733920089,12.397859435348588,1380.3960677042294,6.6053075942855,5.573569664735104,5.4536815969511485,5.707370613478378,3.962190836163829,2.5950949505657905,7.230849910048989,0.230549433720453,0.0992418332629028,0.538622703397155,0.13158602961949
36,New York,2008,143169,44471,48988,60766,11611,2632,265602,745.189209738942,231.46986670508625,254.9806802219146,316.2847230824868,60.43481420055218,13.699460078878078,1382.4483266983948,6.6149792004023436,5.448760611058362,5.545101973748572,5.759799550825863,4.117976680989287,2.6878107637821302,7.232334448835495,0.227569788651476,0.100811005954685,0.538410225543497,0.133208979850343
36,New York,2009,141675,37948,51470,61967,14287,3176,262167,733.798703542009,196.54980202584898,266.5863368364722,320.9550327325758,73.99881473446042,16.449935997525465,1357.8810990753334,6.599596588970891,5.285990714709841,5.589442268790891,5.77441188589362,4.317472309870905,2.859335980878126,7.214416918841078,0.224939718960923,0.101936876374691,0.538861160986346,0.13426224367804
37,North Carolina,2005,10174,6268,2664,1280,1604,175,20694,116.86989476770012,72.00122866168118,30.60167089258434,14.70350553397446,18.425330372261744,2.0102448972230706,237.71433087505272,4.769581429455354,4.290476271988686,3.4532099955425672,2.7538839698492086,2.966577903690126,1.102021436654819,5.475267568723408,0.243812265181858,0.0979021428865991,0.536680708897355,0.121604883034188
37,North Carolina,2006,7045,5011,1558,1226,1541,124,15861,79.00400010317058,56.19432853328429,17.471714997975837,13.74860243101308,17.281073691836177,1.3905601153716327,177.86833862830215,4.382076634713491,4.046454741953907,2.9162406430665504,2.691148327856931,2.9058663001783724,0.8715276963819781,5.186649996810301,0.242943524195185,0.0983383928040757,0.535717994408603,0.123000088592136
37,North Carolina,2007,9943,6611,2581,1185,2005,211,20998,109.04759434514249,72.50464107570522,28.3065313290569,12.996218374634804,21.989382144424287,2.314094579787294,230.29079614395073,4.700912948080138,4.297348548112446,3.3778104034362784,2.638787177029821,3.1350324634432813,1.198184458062214,5.443675776590729,0.243382210447271,0.0969214097288704,0.535844173477252,0.123852206346607
37,North Carolina,2008,15425,7430,8726,1383,3103,352,30442,165.69186855204856,79.81138303674041,93.732722527402,14.855873854618034,33.33172564778001,3.781104553019196,327.00109319037034,5.116147009635095,4.392117834772091,4.5510594793393615,2.7635400218684247,3.5360698726723494,1.5646715978464358,5.79301694127606,0.241915606390883,0.0978192157237233,0.534511548427839,0.125753629457554
37,North Carolina,2009,19916,8129,11829,1811,5102,627,43163,210.76100214549535,86.0251148042143,125.1803521981856,19.164901329860015,53.99189761730857,6.6352253637891945,456.77230044215787,5.355458290366542,4.466196752906219,4.837712250174983,3.0039435351747543,4.007185858331461,2.032772455430675,6.1263718998822325,0.240535385434633,0.0984349969088527,0.5333359225175,0.127693695139015
38,North Dakota,2005,1291,24,498,5,36,9,1805,199.81767217829125,3.7146585068001463,77.07916401610305,0.7738871889166972,5.57198776020022,1.392996940050055,279.3732751989277,5.302397392801054,1.550676486484761,4.357723235286544,0.5731732904993605,1.8828163377570093,0.8725465302167078,5.636121841056592,0.229254793070305,0.131981816746609,0.493340700739372,0.145422689443714
38,North Dakota,2006,1468,49,642,0,86,5,1993,226.04716193784625,7.545170936617485,98.85713757772295,0,13.242544909165382,0.7699154016956617,306.8882791158907,5.425157757742633,2.145366320652724,4.603740540308769,0,2.6562336055473885,0.5709317497913207,5.729736987027871,0.226864812094447,0.132413130445227,0.495389746574646,0.14533231088568
38,North Dakota,2007,1432,34,613,4,70,6,1812,219.35535260760207,5.208157813308987,93.90002175171793,0.6127244486245867,10.722677850930268,0.9190866729368803,277.5641752269378,5.395241482382128,1.8258642035160881,4.552823934822578,0.4779249529468315,2.461525243624268,0.6518493816840403,5.629648464516603,0.225579101194506,0.127075987022496,0.502239507859723,0.145105403923275
38,North Dakota,2008,1498,35,653,9,103,4,1866,227.80879268943642,5.322635343211131,99.30516797476767,1.3686776596828623,15.663755438592757,0.608301182081272,283.7725014409134,5.432886688353943,1.844136105930118,4.6082172188126735,0.8623318499343927,2.8132360278183772,0.47517845550723914,5.6516906209468125,0.224253272280171,0.125168613483908,0.504912792421784,0.145665321814137
38,North Dakota,2009,1447,22,680,6,118,5,1758,217.6044561542811,3.308429879332539,102.26055990664213,0.9022990579997834,17.745214807329074,0.7519158816664862,264.3736239939366,5.387263960503931,1.460573540604712,4.637255501736261,0.643063185201689,2.9309385095689526,0.5607099786141114,5.581138734871726,0.223580683581766,0.121820899652314,0.509370375717328,0.145228041048592
39,Ohio,2005,29681,12532,16043,6573,2731,229,58648,258.92149918173794,109.32260462065092,139.95072980602478,57.339409525338205,23.82381369446199,1.9976760659215655,511.61443630641037,5.560379659202544,4.703408842893171,4.948410395312058,4.066277843122298,3.2118034220607936,1.0978373437830597,6.239523976440954,0.245984060464159,0.0950531783113444,0.525735301814832,0.133227459409665
39,Ohio,2006,29834,12831,16140,6823,2984,243,59324,259.8505924417568,111.75648426694984,140.57748079405894,59.427518677686756,25.990285172829733,2.1165011048919657,516.7049857885225,5.563947800662897,4.725230486857302,4.95284713467212,4.101444608429771,3.2954769928440366,1.1367109317964554,6.249405554513447,0.244297183581561,0.0943471739440772,0.527122003572271,0.134233638902092
39,Ohio,2007,40626,14477,21610,8844,4427,403,80012,353.25518926708025,125.88183367842073,187.90539654560146,76.90121828085606,38.494085631993414,3.5042052201701703,695.7282086259446,5.870017527064997,4.843256209850367,5.241246342366214,4.355441591789794,3.6761509298606856,1.5050114537803263,6.546395390129789,0.242628995620004,0.0940255648726643,0.5276020071531,0.135743432354231
39,Ohio,2008,43136,12470,22599,10685,5419,394,85008,374.5943146871869,108.28985311918632,196.25039219250132,92.78885970958346,47.05875814377471,3.4215077890103776,738.2120155537923,5.928509610603965,4.694003555732937,5.284473948025662,4.541046082536538,3.8724243902694098,1.486480766653808,6.605584775002986,0.2404580096325,0.0946090323810976,0.526932520137614,0.138000437848789
39,Ohio,2009,44809,10915,26275,13713,7587,561,89390,388.66687668966745,94.67515363136245,227.90560345066865,118.94460666485324,65.80855617051277,4.866034007072317,775.3561138898295,5.965292211784996,4.5609586370733455,5.433309706565702,4.787030025080608,4.201831158725161,1.7691787678572952,6.654611324568231,0.238362025297132,0.0952413830430945,0.526944991090214,0.13945160056956
40,Oklahoma,2005,6160,2091,2875,95,734,114,13805,173.58973137834474,58.92469615456474,81.01793469362681,2.6771143637894075,20.684230979172895,3.212537236547289,389.0269872853976,5.1624388294099255,4.09308870987897,4.406937939125381,1.3021283043074259,3.076585313396925,1.4380651351758602,5.966215934897296,0.249483387378167,0.108124422130775,0.510855980546678,0.131536209944381
40,Oklahoma,2006,5676,1837,2900,84,823,151,12741,157.9259283991219,51.111686129173165,80.68801838573881,2.3371701877248485,22.89870314878036,4.2013416469815725,354.49863525955107,5.068438234549137,3.953389225510926,4.402907337325913,1.2051231986859856,3.1738241959079465,1.6489166013436924,5.873521410303581,0.248953420754628,0.106206299786594,0.512665793010192,0.132174486448586
40,Oklahoma,2007,6267,1727,3226,118,1102,154,13234,172.4380349823311,47.51882661791699,88.76417757348015,3.246798807709441,30.321799034710207,4.237347596502152,364.1367408578538,5.155820388518806,3.88195190031098,4.49718598228539,1.446165477406898,3.444314309917095,1.6558151863050106,5.900271915912533,0.24882805696426,0.104538667035004,0.514185621689056,0.13244765431168
40,Oklahoma,2008,6871,1525,3557,199,1385,204,13415,187.27296117499816,41.564730867686244,96.94803127630162,5.423856683717745,37.74895229622653,5.560134489841307,365.63335382951533,5.237892830955196,3.75102599646125,4.584437044916496,1.8600186668871541,3.657103717917101,1.881011104246044,5.90436231279872,0.248193773957638,0.103256603477374,0.51493332199502,0.133616300569968
40,Oklahoma,2009,6693,1126,3673,246,1492,159,13255,180.03686276957112,30.28858620626581,98.80104541351183,6.617222208473702,40.13372168716571,4.276985085964711,356.5499202167436,5.198700672239933,3.4432533730954513,4.603178658347844,2.0304117636674732,3.7168282640997523,1.6633549281858266,5.879274989355641,0.248202590292804,0.102176635718152,0.515218266115626,0.134402507873418
42,Pennsylvania,2005,29757,14379,11458,15840,3902,532,66348,239.01224017047403,115.49406866993468,92.03220243550398,127.22901785463283,31.34139063565513,4.273095801683375,532.9160906956552,5.480689922751807,4.757840359005236,4.5329456959655,4.853817867193722,3.476347853708546,1.6626176287283265,6.2802386930846925,0.229702433495931,0.0950736506615668,0.523657207756793,0.151566708085709
42,Pennsylvania,2006,28257,13495,11578,14071,4377,632,62756,225.86069374090837,107.8667254851385,92.54397537361493,112.47074429799063,34.98574712474629,5.051631752990554,501.61424413081517,5.42433614513957,4.69012443214801,4.538431650578072,4.731545044206701,3.583122946860294,1.8003279469153208,6.2198229655969035,0.227865200403907,0.095951189087772,0.524878527040098,0.151305083468223
42,Pennsylvania,2007,28178,12087,11180,12233,5110,582,60167,224.27683297042955,96.2039207932991,88.9848460717369,97.36597692267958,40.671964528316245,4.632305940407055,478.88651463311226,5.4173300146785195,4.576811048032484,4.499641279172569,4.5886949812875075,3.729828589231073,1.7285189391855953,6.173549648100784,0.226009888460918,0.0966749514901261,0.525702731556199,0.151612428492757
42,Pennsylvania,2008,30229,10986,12411,15536,6299,746,65993,239.67901137660624,87.10554828090231,98.40405604535577,123.18148535336776,49.94336870757361,5.914867924408622,523.2438055435632,5.483464142717847,4.478535508040912,4.599192918115285,4.821744087158235,3.9307145982554865,1.9336738650657155,6.261956853867803,0.223671127000381,0.0976727849077308,0.525677305896592,0.152978782195296
42,Pennsylvania,2009,25495,7166,10948,12256,5722,635,52998,201.27327550368054,56.57282966304666,86.43027339534397,96.75643320545632,45.17300186044558,5.01308217081142,418.3989431317537,5.309619632153572,4.053050749174214,4.470841600207743,4.582479009543448,3.8323952519588587,1.7939374574906548,6.038822598511745,0.221438418272313,0.0988732170203534,0.526007949248346,0.153680415458988
44,Rhode Island,2005,4431,1622,1716,3475,931,75,10627,414.92027462834153,151.88460515621077,160.68679559066442,325.40012510347253,87.17914143059942,7.023024282808761,995.115720712116,6.030493594366504,5.029683422164176,5.085661103327029,5.788124006372576,4.4793704433276105,2.0823154434164164,6.903863436289523,0.226545908105132,0.108243532262837,0.526367242367377,0.138843317264654
44,Rhode Island,2006,4583,1557,1587,2915,1089,74,10321,431.09935509116764,146.45902157472136,149.28096804051563,274.1991315930076,102.43665670833114,6.960801282292475,970.8436491154139,6.06865555043774,4.993550317348398,5.012506662264178,5.617494950505546,4.638959412869447,2.074529658394633,6.879194936702382,0.223261116587778,0.109856494615726,0.527557247887303,0.139325140909194
44,Rhode Island,2007,4537,1565,1663,2327,1094,73,9710,429.10580101483475,148.01643786383434,157.2851988291096,220.08578332852557,103.46963771439921,6.904281127194828,918.3639691104355,6.064031227294257,5.004056621094307,5.064398461751819,5.3985507860607855,4.648896480999996,2.067404527524947,6.823682093035385,0.220989014626672,0.110742777696335,0.528463135394844,0.139805072282149
44,Rhode Island,2008,4408,1426,1735,2505,1166,68,9695,417.8187171031741,135.1654924204007,164.45450866016495,237.4400831087684,110.52101273645667,6.445479301954592,918.9547328301436,6.037438170221148,4.913871001999176,5.108696284888827,5.474118054903789,4.7142130281802395,2.0076070431039716,6.82432446538706,0.21781739009273,0.1122366476683,0.52804873540644,0.14189722683253
44,Rhode Island,2009,4001,1236,1988,2346,1024,67,8901,379.7290551095909,117.30695129104083,188.67817084675497,222.6554269650338,97.1863415226746,6.358871955096873,844.7808846614518,5.942087980701037,4.773282529114691,5.245328798346855,5.4101065950216745,4.586867117322934,1.995906654023669,6.740260324477313,0.214400282447805,0.114233812874533,0.527940124102403,0.14342578057526
46,South Dakota,2005,9257,204,1858,23,137,0,11589,1193.6922705943186,26.305846732336722,239.58952563079228,2.965855268841885,17.666181383971228,0,1494.4042048090698,7.085643917056136,3.307100845280306,5.483092268223821,1.3777215364518618,2.9267134044418484,0,7.310151820390851,0.253356252087382,0.109175711450651,0.496649228297354,0.140818808164613
46,South Dakota,2006,12024,191,1942,24,155,5,13861,1535.5674665052431,24.39233084684809,248.00998169936645,3.0650049231641576,19.794823462101853,0.6385426923258662,1770.1680516657661,7.337306289819212,3.234447193269431,5.51749298280729,1.4024149541095343,3.0347040837191592,0.49380724455477054,7.479394524114278,0.252009813124096,0.107821764855376,0.498931718075739,0.141236703944789
46,South Dakota,2007,12288,177,1920,25,164,5,13847,1552.2540401175813,22.3591280192718,242.53969376837208,3.1580689292756774,20.716932176048445,0.6316137858551356,1749.1912185472127,7.348107390014028,3.1509878293211897,5.495279942659873,1.4250507668057937,3.0780922408931692,0.4895695777116314,7.46748032868954,0.251189012951872,0.104145533922082,0.503122066943482,0.141543386182564
46,South Dakota,2008,11676,190,2122,19,202,7,12946,1461.099904395313,23.776034758060074,265.5407671400183,2.3776034758060076,25.277679058569134,0.8759591752969502,1620.023926199188,7.2876289720347796,3.2098768455622357,5.585527204289625,1.2171664271870668,3.2687198738323575,0.6291200887784567,7.390813281774302,0.250083841806778,0.102902678432884,0.50451369249328,0.142499787267057
46,South Dakota,2009,11787,113,2044,29,253,9,12965,1460.4735418496855,14.001315875881431,253.26274026815616,3.5932580566421373,31.348078907946924,1.115149052061353,1606.4341622194934,7.2872004809660735,2.7081379223133544,5.5383681428891975,1.524589588533942,3.4765546345760603,0.7491252838029544,7.382394498644409,0.249302722078836,0.101343506796833,0.50643750766665,0.142916263457681
47,Tennessee,2005,4869,2744,1403,0,1578,0,10317,81.2711346261603,45.80160061905604,23.418238217396365,0,26.33925866504024,0,172.20667404766806,4.410020312579117,3.8459174036006325,3.1953303210102137,0,3.308323715530963,0,5.154485529148446,0.241914907502967,0.096419045921279,0.536169660879541,0.125496385696214
47,Tennessee,2006,4769,2654,1306,0,1529,0,9881,78.324573485005,43.58847096439574,21.449338010362034,0,25.111820687475916,0,162.28247234332866,4.373547960650581,3.7974753270533586,3.1112611264645085,0,3.262388111703734,0,5.095481660127086,0.24145549360905,0.0940927931866654,0.53727323401819,0.127178479186095
47,Tennessee,2007,3799,2236,1417,0,1741,2,8876,61.5150248707561,36.20626365122681,22.94466708130071,0,28.191012977095653,0.032384851208610746,143.72396966381447,4.135406925783501,3.6164771248263143,3.175745630223319,0,3.373860887144867,0.03187151538059727,4.9748282706708675,0.24009270487507,0.0946061896842267,0.536936946856621,0.128364158584082
47,Tennessee,2008,3192,1796,1750,0,2022,0,8152,51.09316483260025,28.747908533630973,28.01160352664488,0,32.36540704621483,0,130.48605254240516,3.9530337469204957,3.392758828129825,3.367695871567614,0,3.507519646077791,0,4.8789007816762915,0.239195724436891,0.0943097868861197,0.535720957049248,0.130773531627741
47,Tennessee,2009,3476,1503,1803,104,2334,95,8428,55.12193984826243,23.834371574205534,28.591731169855343,1.6492179931586,37.0122576541555,1.5064972052891055,133.6500889071219,4.027526820714245,3.212228644200729,3.3874949699341212,0.9742644995271835,3.6379086775581153,0.9188862427354035,4.902679479540509,0.237025451398101,0.0953933059827444,0.534796358843828,0.132784883775326
48,Texas,2005,9904,10195,10119,3984,2051,68,32905,43.480316617835456,44.757858230899885,44.424204751199206,17.490466620098594,9.004253774553767,0.2985320607848153,144.45878617829925,3.795046768123725,3.823363541581512,3.816045107275916,2.917255281429904,2.3030103800020814,0.261234442447213,4.979892789980311,0.27618474094639,0.106871360735035,0.517821859158457,0.0991220391601187
48,Texas,2006,10012,10633,10380,3912,2444,72,33464,42.860359646877214,45.51879785509843,44.43573043693423,16.74687644212781,10.462516877443859,0.3082247197937634,143.25600032192358,3.7810109428393246,3.839856485852647,3.8162988095435435,2.8762095253446005,2.439082309986634,0.2686710424020409,4.97158950120887,0.275980903766249,0.105474884394326,0.518814208132167,0.0997300037072584
48,Texas,2007,10628,10739,10298,4041,2857,115,34274,44.59553365743841,45.06129431193367,43.210839819749786,16.956205448787035,11.988091800837555,0.4825448222248228,143.81514119072676,3.8198097656145,3.829972994560767,3.7889700038067837,2.8879357626445517,2.5640329223429346,0.39376008564843085,4.975458040719249,0.275506742347038,0.103941749203161,0.520345956943658,0.100205551506142
48,Texas,2008,11974,9887,11079,4529,3332,98,34692,49.25739762892314,40.672113776278856,45.575639579993265,18.630929836428336,13.706835551993644,0.4031422221174601,142.71234662958088,3.917157752599883,3.7298321707203796,3.841077648653017,2.9771063752983915,2.6883123892410326,0.3387141659880493,4.967813708876234,0.27462694020936,0.10331663049288,0.520695449951765,0.101360979345996
48,Texas,2009,12640,7910,11596,5194,3694,135,34619,50.96412307174479,31.89289663746054,46.754744552211434,20.94206133185462,14.894103688846934,0.5443161878706919,139.58283042885543,3.9505535395346687,3.493256726783937,3.8660784243406057,3.088405403572079,2.765948203269637,0.4345812155273655,4.945796855482017,0.27388809205927,0.102757219537758,0.520831928023175,0.102522760379797
49,Utah,2005,3976,909,1775,1254,541,64,10490,161.77602077373368,36.9855138036529,72.22143784541683,51.02292003276209,22.0122804926031,2.6040405758347474,426.8185256329141,5.092375150175195,3.6372048713518668,4.29348824483084,3.951684391331736,3.1360280078978686,1.2820555982384156,6.05869910013546,0.312439298390093,0.132938305803064,0.468049439337858,0.0865729564689861
49,Utah,2006,4334,1005,1927,1420,664,40,11634,171.609106607109,39.793989880051804,76.30151094413914,56.2263339598742,26.29175052771582,1.5838403932358929,460.65997837265945,5.151029538596483,3.7085347636979193,4.347713501898324,4.047014176355478,3.306584478053852,0.9492768166891049,6.13482864256895,0.312791451379862,0.127660703375599,0.472093722171429,0.0874541230731097
49,Utah,2007,4848,1213,1950,1713,748,58,12292,186.62332652999947,46.69432654308774,75.06507564634879,65.94178183702333,28.79419311972764,2.2327048140965284,473.1794409461125,5.234436370686665,3.8648124504238424,4.331589232410736,4.203823313848745,3.3943135127692345,1.1733191905527232,6.161585817453381,0.313924456047666,0.123190258015988,0.475544183303525,0.0873411026328209
49,Utah,2008,5165,1252,2252,1889,864,42,12265,193.95207487413768,47.01413315438923,84.56535771859788,70.93426320179015,32.44425802347627,1.5771514316967634,460.56576928001914,5.272753758481165,3.8714954082851722,4.449280501685643,4.27575269088132,3.509880113348239,0.9466846927286927,6.134624555771746,0.314400631761802,0.120004701413315,0.477277566260075,0.088317100564808
49,Utah,2009,6088,930,2354,1891,886,65,12434,223.54237556367528,34.14822754175722,86.43540605730807,69.43472933490635,32.53261247526549,2.386704075499161,456.55813038087024,5.414064444665037,3.559574191430703,4.470900304259695,4.2546864559407265,3.512518472005004,1.2198571993363272,6.125903937585811,0.314990961735259,0.117269419601303,0.478368933778509,0.0893706848849296
50,Vermont,2005,4384,606,1220,786,1015,24,6951,705.7138027896943,97.55076744766305,196.38933380552626,126.52624292716693,163.38948673164685,3.863396730600517,1118.9362781001748,6.560625778834353,4.590571820962249,5.285178092132869,4.8483221702987755,5.102238531256352,1.581737109545948,7.021027068117168,0.223647207488551,0.104488784076366,0.541174955530694,0.130689052904389
50,Vermont,2006,4137,694,1221,546,1364,34,6873,664.1600791148386,111.41578315341984,196.0211401013338,87.65564495931879,218.9785709240125,5.458410125671866,1103.4015527571391,6.500027732160771,4.722204347116105,5.28331103313972,4.484759707416997,5.393530136717345,1.8653831769272218,7.007058886028516,0.219509963203894,0.105260623029353,0.542161401976587,0.133068011790166
50,Vermont,2007,4050,649,1114,455,1424,41,6784,649.5787361603641,104.09298759705588,178.67424989694956,72.97736418591745,228.395091430212,6.575982267302452,1088.0844805214595,6.477862330075016,4.654845554411044,5.191145488568831,4.303759157030977,5.435445807039193,2.024983015239862,6.993092696160498,0.216037056462025,0.104829176831371,0.543306051026415,0.135827715680189
