"","STATE","NAME","YEAR","TOTALPOP"
"247",28,"Mississippi",2016,2974316
"248",28,"Mississippi",2017,2974699
"249",28,"Mississippi",2018,2966962
"250",28,"Mississippi",2019,2962093
"251",29,"Missouri",2010,5975700
"252",29,"Missouri",2011,5990761
"253",29,"Missouri",2012,6005841
"254",29,"Missouri",2013,6020736
"255",29,"Missouri",2014,6038383
"256",29,"Missouri",2015,6056199
"257",29,"Missouri",2016,6071249
"258",29,"Missouri",2017,6089797
"259",29,"Missouri",2018,6102751
"260",29,"Missouri",2019,6118557
"261",30,"Montana",2010,986981
"262",30,"Montana",2011,993004
"263",30,"Montana",2012,999743
"264",30,"Montana",2013,1009660
"265",30,"Montana",2014,1018040
"266",30,"Montana",2015,1026762
"267",30,"Montana",2016,1037173
"268",30,"Montana",2017,1048875
"269",30,"Montana",2018,1057103
"270",30,"Montana",2019,1065217
"271",31,"Nebraska",2010,1822599
"272",31,"Nebraska",2011,1833152
"273",31,"Nebraska",2012,1846794
"274",31,"Nebraska",2013,1858705
"275",31,"Nebraska",2014,1872595
"276",31,"Nebraska",2015,1884732
"277",31,"Nebraska",2016,1898940
"278",31,"Nebraska",2017,1909278
"279",31,"Nebraska",2018,1919009
"280",31,"Nebraska",2019,1927803
"281",32,"Nevada",2010,2691428
"282",32,"Nevada",2011,2700898
"283",32,"Nevada",2012,2732129
"284",32,"Nevada",2013,2763978
"285",32,"Nevada",2014,2805712
"286",32,"Nevada",2015,2855869
"287",32,"Nevada",2016,2906277
"288",32,"Nevada",2017,2958927
"289",32,"Nevada",2018,3016514
"290",32,"Nevada",2019,3069329
"291",33,"New Hampshire",2010,1315113
"292",33,"New Hampshire",2011,1317974
"293",33,"New Hampshire",2012,1322771
"294",33,"New Hampshire",2013,1325123
"295",33,"New Hampshire",2014,1331952
"296",33,"New Hampshire",2015,1334734
"297",33,"New Hampshire",2016,1340862
"298",33,"New Hampshire",2017,1347445
"299",33,"New Hampshire",2018,1352159
"300",33,"New Hampshire",2019,1358406
"301",34,"New Jersey",2010,8790526
"302",34,"New Jersey",2011,8818769
"303",34,"New Jersey",2012,8835389
"304",34,"New Jersey",2013,8847536
"305",34,"New Jersey",2014,8854669
"306",34,"New Jersey",2015,8858890
"307",34,"New Jersey",2016,8861635
"308",34,"New Jersey",2017,8876105
"309",34,"New Jersey",2018,8876632
"310",34,"New Jersey",2019,8872796
"311",35,"New Mexico",2010,2053116
"312",35,"New Mexico",2011,2067621
"313",35,"New Mexico",2012,2074149
"314",35,"New Mexico",2013,2079149
"315",35,"New Mexico",2014,2076862
"316",35,"New Mexico",2015,2077811
"317",35,"New Mexico",2016,2079839
"318",35,"New Mexico",2017,2080122
"319",35,"New Mexico",2018,2081089
"320",35,"New Mexico",2019,2085174
"321",36,"New York",2010,19374642
"322",36,"New York",2011,19475439
"323",36,"New York",2012,19542239
"324",36,"New York",2013,19599766
"325",36,"New York",2014,19624906
"326",36,"New York",2015,19629193
"327",36,"New York",2016,19608495
"328",36,"New York",2017,19563615
"329",36,"New York",2018,19505408
"330",36,"New York",2019,19428617
"331",37,"North Carolina",2010,9466487
"332",37,"North Carolina",2011,9558800
"333",37,"North Carolina",2012,9645107
"334",37,"North Carolina",2013,9736172
"335",37,"North Carolina",2014,9826573
"336",37,"North Carolina",2015,9927804
"337",37,"North Carolina",2016,10046680
"338",37,"North Carolina",2017,10168247
"339",37,"North Carolina",2018,10284127
"340",37,"North Carolina",2019,10390610
"341",38,"North Dakota",2010,667257
"342",38,"North Dakota",2011,678199
"343",38,"North Dakota",2012,693512
"344",38,"North Dakota",2013,714317
"345",38,"North Dakota",2014,730352
"346",38,"North Dakota",2015,746804
"347",38,"North Dakota",2016,747188
"348",38,"North Dakota",2017,747731
"349",38,"North Dakota",2018,750907
"350",38,"North Dakota",2019,754887
"351",39,"Ohio",2010,11528342
"352",39,"Ohio",2011,11534286
"353",39,"Ohio",2012,11537251
"354",39,"Ohio",2013,11566122
"355",39,"Ohio",2014,11592874
"356",39,"Ohio",2015,11608597
"357",39,"Ohio",2016,11625351
"358",39,"Ohio",2017,11650016
"359",39,"Ohio",2018,11667584
"360",39,"Ohio",2019,11680341
"361",40,"Oklahoma",2010,3735282
"362",40,"Oklahoma",2011,3764095
"363",40,"Oklahoma",2012,3796808
"364",40,"Oklahoma",2013,3831972
"365",40,"Oklahoma",2014,3858345
"366",40,"Oklahoma",2015,3890711
"367",40,"Oklahoma",2016,3908202
"368",40,"Oklahoma",2017,3912504
"369",40,"Oklahoma",2018,3920792
"370",40,"Oklahoma",2019,3937529
"371",41,"Oregon",2010,3834344
"372",41,"Oregon",2011,3868763
"373",41,"Oregon",2012,3896362
"374",41,"Oregon",2013,3919974
"375",41,"Oregon",2014,3960386
"376",41,"Oregon",2015,4013091
"377",41,"Oregon",2016,4087548
"378",41,"Oregon",2017,4141162
"379",41,"Oregon",2018,4179327
"380",41,"Oregon",2019,4215178
"381",42,"Pennsylvania",2010,12701111
"382",42,"Pennsylvania",2011,12737781
"383",42,"Pennsylvania",2012,12759841
"384",42,"Pennsylvania",2013,12768022
"385",42,"Pennsylvania",2014,12781543
"386",42,"Pennsylvania",2015,12778877
"387",42,"Pennsylvania",2016,12776319
"388",42,"Pennsylvania",2017,12781748
"389",42,"Pennsylvania",2018,12794620
"390",42,"Pennsylvania",2019,12795687
"391",44,"Rhode Island",2010,1050125
"392",44,"Rhode Island",2011,1049165
"393",44,"Rhode Island",2012,1050675
"394",44,"Rhode Island",2013,1050905
"395",44,"Rhode Island",2014,1051901
"396",44,"Rhode Island",2015,1051825
"397",44,"Rhode Island",2016,1052648
"398",44,"Rhode Island",2017,1051898
"399",44,"Rhode Island",2018,1053856
"400",44,"Rhode Island",2019,1054930
"401",45,"South Carolina",2010,4594605
"402",45,"South Carolina",2011,4628046
"403",45,"South Carolina",2012,4673730
"404",45,"South Carolina",2013,4723233
"405",45,"South Carolina",2014,4781259
"406",45,"South Carolina",2015,4851026
"407",45,"South Carolina",2016,4918512
"408",45,"South Carolina",2017,4982101
"409",45,"South Carolina",2018,5042668
"410",45,"South Carolina",2019,5107226
"411",46,"South Dakota",2010,812391
"412",46,"South Dakota",2011,819622
"413",46,"South Dakota",2012,829602
"414",46,"South Dakota",2013,838748
"415",46,"South Dakota",2014,845567
"416",46,"South Dakota",2015,850934
"417",46,"South Dakota",2016,859485
"418",46,"South Dakota",2017,869387
"419",46,"South Dakota",2018,875235
"420",46,"South Dakota",2019,881196
"421",47,"Tennessee",2010,6336512
"422",47,"Tennessee",2011,6378562
"423",47,"Tennessee",2012,6429393
"424",47,"Tennessee",2013,6473438
"425",47,"Tennessee",2014,6519575
"426",47,"Tennessee",2015,6569287
"427",47,"Tennessee",2016,6625443
"428",47,"Tennessee",2017,6688806
"429",47,"Tennessee",2018,6751032
"430",47,"Tennessee",2019,6808577
"431",48,"Texas",2010,25114522
"432",48,"Texas",2011,25530809
"433",48,"Texas",2012,25950012
"434",48,"Texas",2013,26355574
"435",48,"Texas",2014,26839386
"436",48,"Texas",2015,27351971
"437",48,"Texas",2016,27798793
"438",48,"Texas",2017,28179505
"439",48,"Texas",2018,28514003
"440",48,"Texas",2019,28881232
"441",49,"Utah",2010,2768836
"442",49,"Utah",2011,2808346
"443",49,"Utah",2012,2847581
"444",49,"Utah",2013,2892477
"445",49,"Utah",2014,2931616
"446",49,"Utah",2015,2976843
"447",49,"Utah",2016,3036834
"448",49,"Utah",2017,3096332
"449",49,"Utah",2018,3148713
"450",49,"Utah",2019,3201120
"451",50,"Vermont",2010,624380
"452",50,"Vermont",2011,626365
"453",50,"Vermont",2012,625489
"454",50,"Vermont",2013,625586
"455",50,"Vermont",2014,624651
"456",50,"Vermont",2015,624641
"457",50,"Vermont",2016,623071
"458",50,"Vermont",2017,623744
"459",50,"Vermont",2018,623786
"460",50,"Vermont",2019,623417
"461",51,"Virginia",2010,7907769
"462",51,"Virginia",2011,7988574
"463",51,"Virginia",2012,8074556
"464",51,"Virginia",2013,8137931
"465",51,"Virginia",2014,8197056
"466",51,"Virginia",2015,8251044
"467",51,"Virginia",2016,8292250
"468",51,"Virginia",2017,8350328
"469",51,"Virginia",2018,8386044
"470",51,"Virginia",2019,8420244
"471",53,"Washington",2010,6702020
"472",53,"Washington",2011,6774642
"473",53,"Washington",2012,6850554
"474",53,"Washington",2013,6911691
"475",53,"Washington",2014,7001731
"476",53,"Washington",2015,7109697
"477",53,"Washington",2016,7240197
"478",53,"Washington",2017,7370914
"479",53,"Washington",2018,7471678
"480",53,"Washington",2019,7562699
"481",54,"West Virginia",2010,1852104
"482",54,"West Virginia",2011,1854462
"483",54,"West Virginia",2012,1855333
"484",54,"West Virginia",2013,1852607
"485",54,"West Virginia",2014,1848227
"486",54,"West Virginia",2015,1841036
"487",54,"West Virginia",2016,1830016
"488",54,"West Virginia",2017,1815995
"489",54,"West Virginia",2018,1803320
"490",54,"West Virginia",2019,1791176
"491",55,"Wisconsin",2010,5685958
"492",55,"Wisconsin",2011,5701442
"493",55,"Wisconsin",2012,5716597
"494",55,"Wisconsin",2013,5733494
"495",55,"Wisconsin",2014,5748333
"496",55,"Wisconsin",2015,5757970
"497",55,"Wisconsin",2016,5769613
"498",55,"Wisconsin",2017,5787115
"499",55,"Wisconsin",2018,5804404
"500",55,"Wisconsin",2019,5819432
"501",56,"Wyoming",2010,561333
"502",56,"Wyoming",2011,564078
"503",56,"Wyoming",2012,573164
"504",56,"Wyoming",2013,578753
"505",56,"Wyoming",2014,579471
"506",56,"Wyoming",2015,582623
"507",56,"Wyoming",2016,581104
"508",56,"Wyoming",2017,575818
"509",56,"Wyoming",2018,574509
"510",56,"Wyoming",2019,575665
